X	EAF2	SPIB	KLF1	POU2F2	IKZF3	SPI1	BCL11A	IKZF1	IRF5	IRF8	NFE2	BTG2	AKNA	TCF7	GFI1B	KLF2	JUNB	GATA1	TAL1	MYB
PM.AA.0051.T.genes.results	 3.299759333	 0.551568493	 0.025125843	 0.348681526	 1.173100207	 1.780016019	 2.654711932	 2.195042217	 0.882054361	 8.924437921	 0.049425531	11.876922914	 6.137909825	 4.513986777	 0.223686163	 1.455918811	39.247163493	 0.008988151	 0.142239454	17.214233557
PM.AA.0058.T.genes.results	 4.513986777	 0.182962808	 0.049425531	 0.182962808	 2.195042217	 1.455918811	 6.137909825	 1.173100207	 0.882054361	17.214233557	 0.348681526	 8.924437921	 2.654711932	 3.299759333	 0.025125843	 1.780016019	39.247163493	 0.008988151	 0.551568493	11.876922914
PM.PU.1013.T.genes.results	 3.29975933	 0.14223945	 0.01705700	 0.88205436	 0.55156849	 1.78001602	 2.65471193	 1.17310021	 2.19504222	 6.13790983	 0.34868153	11.87692291	 4.51398678	 8.92443792	 0.04942553	 1.45591881	39.24716349	 0.01705700	 0.22368616	17.21423356
PM.PS.0016.T.genes.results	 1.780016019	 0.882054361	 0.025125843	 0.049425531	 1.173100207	 1.455918811	 3.299759333	 0.551568493	 2.654711932	11.876922914	 0.142239454	 8.924437921	 4.513986777	 6.137909825	 0.348681526	 2.195042217	39.247163493	 0.008988151	 0.223686163	17.214233557
PM.AS.0001.T.genes.results	11.876922914	 0.049425531	 0.049425531	 0.551568493	 0.286183845	 4.513986777	 2.654711932	 1.173100207	 1.780016019	17.214233557	 0.882054361	 6.137909825	 1.455918811	 2.195042217	 0.049425531	 3.299759333	39.247163493	 0.008988151	 0.286183845	 8.924437921
PM.PS.0042.T.genes.results	 6.137909825	 0.348681526	 0.142239454	 0.037275687	 0.882054361	 1.780016019	 3.299759333	 1.314509509	 1.314509509	 8.924437921	 2.195042217	17.214233557	 2.654711932	 4.513986777	 0.223686163	 0.551568493	39.247163493	 0.008988151	 0.037275687	11.876922914
PM.PS.0025.T.genes.results	 2.65471193	 0.55156849	 0.04942553	 0.34868153	 1.45591881	 6.13790983	 1.17310021	 2.19504222	 3.29975933	 8.92443792	 0.22368616	11.87692291	 4.51398678	 0.88205436	 0.01705700	 1.78001602	39.24716349	 0.01705700	 0.14223945	17.21423356
PM.AS.0016.T.genes.results	 6.137909825	 0.142239454	 0.037275687	 0.882054361	 1.455918811	 4.513986777	 0.348681526	 1.780016019	 2.195042217	 8.924437921	 0.551568493	17.214233557	 2.654711932	 1.173100207	 0.037275687	 3.299759333	39.247163493	 0.008988151	 0.223686163	11.876922914
PM.AA.0059.T.genes.results	 4.51398678	 0.55156849	 0.14223945	 0.34868153	 0.88205436	 1.78001602	 3.29975933	 1.45591881	 2.19504222	11.87692291	 0.01705700	 8.92443792	 2.65471193	 6.13790983	 0.04942553	 1.17310021	39.24716349	 0.01705700	 0.22368616	17.21423356
PM.AU.0040.T.genes.results	 1.173100207	 0.182962808	 0.008988151	 0.882054361	 0.348681526	 3.299759333	 1.780016019	 1.455918811	 2.654711932	 2.195042217	 0.182962808	17.214233557	 6.137909825	11.876922914	 0.049425531	 8.924437921	39.247163493	 0.025125843	 0.551568493	 4.513986777
PM.AS.0026.T.genes.results	 4.513986777	 1.780016019	 0.008988151	 0.716811427	 0.348681526	 3.299759333	 1.173100207	 1.455918811	 2.195042217	 8.924437921	 0.049425531	11.876922914	 2.654711932	 0.716811427	 0.142239454	 6.137909825	39.247163493	 0.025125843	 0.223686163	17.214233557
PM.AU.0091.T.genes.results	 1.780016019	 0.551568493	 0.025125843	 0.348681526	 0.882054361	 1.173100207	 4.513986777	 2.195042217	 1.455918811	11.876922914	 0.049425531	 8.924437921	 6.137909825	 2.654711932	 0.142239454	 3.299759333	39.247163493	 0.008988151	 0.223686163	17.214233557
PM.AU.0044.T.genes.results	 6.13790983	 0.14223945	 0.02512584	 0.34868153	 0.88205436	 2.19504222	 1.78001602	 1.17310021	 1.45591881	 8.92443792	 0.55156849	17.21423356	 4.51398678	 3.29975933	 0.02512584	 2.65471193	39.24716349	 0.02512584	 0.22368616	11.87692291
PM.PU.1012.T.genes.results	 6.137909825	 0.551568493	 0.008988151	 0.348681526	 1.173100207	 0.882054361	 2.195042217	 1.780016019	 1.455918811	11.876922914	 0.049425531	 8.924437921	 4.513986777	 2.654711932	 0.142239454	 3.299759333	39.247163493	 0.025125843	 0.223686163	17.214233557
PM.AU.0041.T.genes.results	 3.299759333	 0.551568493	 0.037275687	 0.348681526	 0.882054361	 2.654711932	 6.137909825	 2.195042217	 1.173100207	17.214233557	 0.142239454	 8.924437921	 4.513986777	 1.780016019	 0.037275687	 1.455918811	39.247163493	 0.008988151	 0.223686163	11.876922914
PM.PS.0019.T.genes.results	 4.513986777	 2.654711932	 0.025125843	 0.348681526	 1.780016019	 1.173100207	 3.299759333	 2.195042217	 0.882054361	 8.924437921	 0.049425531	11.876922914	 6.137909825	 0.551568493	 0.223686163	 1.455918811	17.214233557	 0.008988151	 0.142239454	39.247163493
PM.AU.0063.T.genes.results	 2.654711932	 0.551568493	 0.008988151	 0.049425531	 0.882054361	 2.195042217	 3.299759333	 1.780016019	 1.455918811	 8.924437921	 0.223686163	11.876922914	 4.513986777	 6.137909825	 0.348681526	 1.173100207	17.214233557	 0.025125843	 0.142239454	39.247163493
PM.AA.0057.T.genes.results	 1.78001602	 0.04942553	 0.14223945	 1.17310021	 0.88205436	 2.65471193	 2.19504222	 1.45591881	 4.51398678	 3.29975933	 0.22368616	17.21423356	 6.13790983	 0.34868153	 0.01705700	11.87692291	39.24716349	 0.01705700	 0.55156849	 8.92443792
PM.AU.0024.T.genes.results	 2.195042217	 0.551568493	 0.008988151	 0.348681526	 1.173100207	 4.513986777	 0.882054361	 2.654711932	 1.780016019	17.214233557	 0.142239454	11.876922914	 3.299759333	 1.455918811	 0.049425531	 6.137909825	39.247163493	 0.025125843	 0.223686163	 8.924437921
PM.AS.0021.T.genes.results	 6.137909825	 0.182962808	 0.037275687	 0.182962808	 0.882054361	 1.455918811	 4.513986777	 1.173100207	 1.780016019	 8.924437921	 0.348681526	17.214233557	 2.195042217	 3.299759333	 0.037275687	 2.654711932	39.247163493	 0.008988151	 0.551568493	11.876922914
PM.AS.0034.T.genes.results	 6.13790983	 0.34868153	 0.04942553	 0.55156849	 0.88205436	 1.78001602	 4.51398678	 1.17310021	 3.29975933	39.24716349	 0.14223945	 8.92443792	 2.65471193	 2.19504222	 0.01705700	 1.45591881	17.21423356	 0.01705700	 0.22368616	11.87692291
PM.PS.0001.T.genes.results	 6.137909825	 0.348681526	 0.049425531	 0.223686163	 0.551568493	 1.455918811	 4.513986777	 1.173100207	 3.299759333	11.876922914	 0.882054361	 8.924437921	 1.987529118	 1.987529118	 0.008988151	 2.654711932	39.247163493	 0.049425531	 0.049425531	17.214233557
PM.PS.0014.T.genes.results	 1.173100207	 0.142239454	 0.008988151	 0.348681526	 1.780016019	11.876922914	 0.223686163	 3.299759333	 2.654711932	17.214233557	 0.882054361	 8.924437921	 6.137909825	 1.455918811	 0.025125843	 4.513986777	39.247163493	 0.049425531	 0.551568493	 2.195042217
PM.AU.0045.T.genes.results	 6.137909825	 0.551568493	 0.049425531	 0.348681526	 1.455918811	 1.780016019	 3.299759333	 2.195042217	 1.173100207	 8.924437921	 0.142239454	11.876922914	 4.513986777	 2.654711932	 0.025125843	 0.882054361	17.214233557	 0.008988151	 0.223686163	39.247163493
PM.PS.0010.T.genes.results	 6.13790983	 0.14223945	 0.02512584	 0.55156849	 0.88205436	 4.51398678	 1.61796741	 2.19504222	 1.61796741	17.21423356	 0.22368616	 8.92443792	 3.29975933	 1.17310021	 0.02512584	 2.65471193	39.24716349	 0.02512584	 0.34868153	11.87692291
PM.PU.1016.T.genes.results	 3.299759333	 0.348681526	 0.049425531	 0.223686163	 0.882054361	 1.173100207	 2.195042217	 1.617967415	 2.654711932	 8.924437921	 0.142239454	17.214233557	 4.513986777	 1.617967415	 0.025125843	 6.137909825	39.247163493	 0.008988151	 0.551568493	11.876922914
PM.AU.0087.T.genes.results	 1.455918811	 0.348681526	 0.008988151	 0.223686163	 0.882054361	 4.513986777	 6.137909825	 1.780016019	 2.195042217	 8.924437921	 0.142239454	11.876922914	 3.299759333	 2.654711932	 0.049425531	 1.173100207	39.247163493	 0.025125843	 0.551568493	17.214233557
PM.AU.0019.T.genes.results	 1.173100207	 0.049425531	 0.008988151	 0.882054361	 0.551568493	 3.299759333	 2.654711932	 1.455918811	 2.195042217	17.214233557	 0.348681526	 8.924437921	 1.780016019	 4.513986777	 0.049425531	 6.137909825	39.247163493	 0.049425531	 0.223686163	11.876922914
PM.PS.0009.T.genes.results	 2.195042217	 0.882054361	 0.049425531	 0.142239454	 0.551568493	 2.654711932	 6.137909825	 1.780016019	 1.314509509	17.214233557	 0.223686163	 8.924437921	 4.513986777	 3.299759333	 0.025125843	 1.314509509	39.247163493	 0.008988151	 0.348681526	11.876922914
PM.AS.0022.T.genes.results	 6.137909825	 0.223686163	 0.049425531	 0.551568493	 0.882054361	 4.513986777	 2.654711932	 1.455918811	 1.780016019	 8.924437921	 0.142239454	17.214233557	 2.195042217	 1.173100207	 0.025125843	 3.299759333	39.247163493	 0.008988151	 0.348681526	11.876922914
PM.AU.0088.T.genes.results	 2.654711932	 0.223686163	 0.037275687	 0.882054361	 1.455918811	 8.924437921	 1.173100207	 1.780016019	 3.299759333	17.214233557	 0.142239454	11.876922914	 2.195042217	 0.551568493	 0.037275687	 6.137909825	39.247163493	 0.008988151	 0.348681526	 4.513986777
PM.AU.0080.T.genes.results	 6.137909825	 1.455918811	 0.049425531	 0.882054361	 2.195042217	 4.513986777	 0.348681526	 2.654711932	 1.780016019	17.214233557	 0.025125843	11.876922914	 3.299759333	 0.551568493	 0.142239454	 1.173100207	39.247163493	 0.008988151	 0.223686163	 8.924437921
PM.AU.0059.T.genes.results	 6.137909825	 0.551568493	 0.008988151	 0.348681526	 1.173100207	 4.513986777	 2.195042217	 1.780016019	 0.882054361	11.876922914	 0.142239454	 8.924437921	 3.299759333	 2.654711932	 0.037275687	 1.455918811	39.247163493	 0.037275687	 0.223686163	17.214233557
PM.AS.0023.T.genes.results	 4.51398678	 0.88205436	 0.09583249	 0.34868153	 1.78001602	 3.29975933	 0.55156849	 2.19504222	 1.45591881	17.21423356	 0.01705700	 6.13790983	 2.65471193	 1.17310021	 0.01705700	 8.92443792	39.24716349	 0.09583249	 0.22368616	11.87692291
PM.AU.0056.T.genes.results	 2.19504222	 0.22368616	 0.04942553	 0.55156849	 0.88205436	 1.78001602	 3.29975933	 1.17310021	 2.65471193	 6.13790983	 0.34868153	11.87692291	 8.92443792	 4.51398678	 0.01705700	 1.45591881	39.24716349	 0.01705700	 0.14223945	17.21423356
PM.PS.0049.T.genes.results	 0.88205436	 0.55156849	 0.04942553	 0.34868153	 1.17310021	 2.19504222	 3.29975933	 1.78001602	 6.13790983	17.21423356	 0.14223945	 8.92443792	 4.51398678	 2.65471193	 0.01705700	 1.45591881	39.24716349	 0.01705700	 0.22368616	11.87692291
PM.PU.1001.T.genes.results	 8.92443792	 0.14223945	 0.01705700	 0.22368616	 0.55156849	 6.13790983	 1.17310021	 3.29975933	 1.78001602	11.87692291	 0.34868153	17.21423356	 2.65471193	 1.45591881	 0.04942553	 2.19504222	39.24716349	 0.01705700	 0.88205436	 4.51398678
PM.PB.1026.T.genes.results	 1.173100207	 0.223686163	 0.037275687	 1.455918811	 0.551568493	 8.924437921	 0.348681526	 2.654711932	 2.195042217	17.214233557	 1.780016019	11.876922914	 4.513986777	 0.882054361	 0.008988151	 6.137909825	39.247163493	 0.037275687	 0.142239454	 3.299759333
PM.AU.0023.T.genes.results	 1.173100207	 0.142239454	 0.049425531	 0.551568493	 0.882054361	 8.924437921	 2.195042217	 1.780016019	 2.654711932	11.876922914	 0.223686163	17.214233557	 3.299759333	 1.455918811	 0.025125843	 4.513986777	39.247163493	 0.008988151	 0.348681526	 6.137909825
PM.AU.0010.T.genes.results	 4.513986777	 0.551568493	 0.037275687	 0.348681526	 1.173100207	 2.654711932	 3.299759333	 1.455918811	 0.882054361	11.876922914	 0.223686163	17.214233557	 2.195042217	 1.780016019	 0.008988151	 6.137909825	39.247163493	 0.037275687	 0.142239454	 8.924437921
PM.AU.0053.T.genes.results	 4.513986777	 0.551568493	 0.037275687	 0.223686163	 1.780016019	 2.654711932	 2.195042217	 3.299759333	 1.173100207	39.247163493	 0.142239454	 8.924437921	 6.137909825	 1.455918811	 0.037275687	 0.882054361	11.876922914	 0.008988151	 0.348681526	17.214233557
PM.AU.0006.T.genes.results	 1.173100207	 0.348681526	 0.008988151	 0.551568493	 0.882054361	 2.977235633	 6.137909825	 1.455918811	 1.780016019	 8.924437921	 0.049425531	17.214233557	 2.195042217	 2.977235633	 0.142239454	 4.513986777	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.PS.0027.T.genes.results	 3.29975933	 0.34868153	 0.04942553	 0.55156849	 2.19504222	 4.51398678	 1.02757728	 2.65471193	 1.45591881	11.87692291	 0.14223945	 8.92443792	 6.13790983	 1.78001602	 0.01705700	 1.02757728	39.24716349	 0.01705700	 0.22368616	17.21423356
PM.AU.0027.T.genes.results	 2.654711932	 0.551568493	 0.025125843	 0.223686163	 0.882054361	 6.137909825	 3.299759333	 1.455918811	 1.780016019	 8.924437921	 0.142239454	11.876922914	 2.195042217	 1.173100207	 0.049425531	 4.513986777	39.247163493	 0.008988151	 0.348681526	17.214233557
PM.AU.0058.T.genes.results	 2.654711932	 0.095832492	 0.095832492	 0.348681526	 2.195042217	 3.299759333	 1.780016019	 1.027577284	 1.455918811	 8.924437921	 0.008988151	17.214233557	 4.513986777	 6.137909825	 0.223686163	 1.027577284	39.247163493	 0.025125843	 0.551568493	11.876922914
PM.AS.0012.T.genes.results	 3.299759333	 1.780016019	 0.025125843	 0.348681526	 0.551568493	 6.137909825	 1.173100207	 1.455918811	 2.654711932	11.876922914	 0.182962808	 8.924437921	 2.195042217	 0.882054361	 0.049425531	 4.513986777	39.247163493	 0.008988151	 0.182962808	17.214233557
PM.AA.0060.N.genes.results	 4.513986777	17.214233557	 0.008988151	 0.223686163	 1.455918811	 1.173100207	 0.882054361	 2.654711932	 2.195042217	 6.137909825	 0.025125843	 8.924437921	 3.299759333	 0.348681526	 0.551568493	 1.780016019	39.247163493	 0.049425531	 0.142239454	11.876922914
PM.PS.0048.N.genes.results	 3.299759333	17.214233557	 0.008988151	 0.223686163	 1.780016019	 2.195042217	 1.455918811	 2.654711932	 1.173100207	 6.137909825	 0.049425531	11.876922914	 4.513986777	 0.551568493	 0.142239454	 0.882054361	39.247163493	 0.025125843	 0.348681526	 8.924437921
PM.AS.0046.N.genes.results	 4.51398678	 6.13790983	 0.02512584	 0.14223945	 0.88205436	 2.65471193	 2.19504222	 1.78001602	 1.45591881	 8.92443792	 0.02512584	11.87692291	 3.29975933	 0.55156849	 0.28618384	 1.17310021	39.24716349	 0.02512584	 0.28618384	17.21423356
PM.AS.0037.N.genes.results	 4.513986777	 8.924437921	 0.008988151	 0.142239454	 1.455918811	 1.780016019	 0.882054361	 2.654711932	 1.173100207	 6.137909825	 0.025125843	11.876922914	 3.299759333	 0.551568493	 0.348681526	 2.195042217	39.247163493	 0.049425531	 0.223686163	17.214233557
PM.AS.0028.N.genes.results	 4.513986777	 8.924437921	 0.008988151	 0.142239454	 1.173100207	 1.780016019	 0.882054361	 2.195042217	 1.455918811	 6.137909825	 0.049425531	17.214233557	 2.654711932	 0.551568493	 0.348681526	 3.299759333	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.AS.0011.N.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.142239454	 1.455918811	 1.780016019	 1.027577284	 2.654711932	 2.195042217	17.214233557	 0.025125843	11.876922914	 3.299759333	 0.551568493	 0.223686163	 1.027577284	39.247163493	 0.049425531	 0.348681526	 8.924437921
PM.AU.0012.N.genes.results	 2.19504222	 4.51398678	 0.01705700	 0.34868153	 1.45591881	 1.78001602	 1.17310021	 3.29975933	 0.55156849	11.87692291	 0.04942553	17.21423356	 8.92443792	 0.88205436	 0.22368616	 2.65471193	39.24716349	 0.01705700	 0.14223945	 6.13790983
PM.AS.0001.N.genes.results	11.876922914	 3.299759333	 0.025125843	 0.551568493	 1.455918811	 2.654711932	 0.882054361	 1.780016019	 1.173100207	 8.924437921	 0.095832492	17.214233557	 2.195042217	 0.348681526	 0.095832492	 4.513986777	39.247163493	 0.008988151	 0.223686163	 6.137909825
PM.PU.1016.N.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.348681526	 1.455918811	 1.173100207	 0.882054361	 2.654711932	 1.780016019	11.876922914	 0.049425531	 8.924437921	 3.299759333	 0.551568493	 0.142239454	 2.195042217	39.247163493	 0.025125843	 0.223686163	17.214233557
PM.AA.0061.N.genes.results	 8.92443792	 4.51398678	 0.02512584	 0.34868153	 1.78001602	 1.45591881	 1.17310021	 2.65471193	 0.88205436	 6.13790983	 0.02512584	11.87692291	 3.29975933	 0.55156849	 0.14223945	 2.19504222	39.24716349	 0.02512584	 0.22368616	17.21423356
PM.PS.0045.N.genes.results	 3.299759333	 8.924437921	 0.008988151	 0.142239454	 1.780016019	 2.195042217	 1.173100207	 2.654711932	 1.455918811	 6.137909825	 0.025125843	11.876922914	 4.513986777	 0.551568493	 0.223686163	 0.882054361	39.247163493	 0.049425531	 0.348681526	17.214233557
PM.AU.0073.N.genes.results	 6.137909825	 3.299759333	 0.008988151	 0.348681526	 1.455918811	 1.780016019	 0.551568493	 2.195042217	 1.173100207	11.876922914	 0.223686163	17.214233557	 4.513986777	 0.882054361	 0.095832492	 2.654711932	39.247163493	 0.025125843	 0.095832492	 8.924437921
PM.AS.0030.N.genes.results	 4.513986777	11.876922914	 0.008988151	 0.142239454	 1.455918811	 2.195042217	 0.882054361	 2.654711932	 1.173100207	17.214233557	 0.049425531	 8.924437921	 3.299759333	 0.551568493	 0.223686163	 1.780016019	39.247163493	 0.025125843	 0.348681526	 6.137909825
PM.PS.0049.N.genes.results	 3.299759333	11.876922914	 0.008988151	 0.223686163	 0.882054361	 2.654711932	 1.455918811	 1.173100207	 2.195042217	 6.137909825	 0.049425531	 8.924437921	 4.513986777	 0.551568493	 0.348681526	 1.780016019	39.247163493	 0.025125843	 0.142239454	17.214233557
PM.PS.0019.N.genes.results	 4.513986777	 6.137909825	 0.008988151	 0.348681526	 1.455918811	 1.780016019	 0.882054361	 2.654711932	 1.173100207	 8.924437921	 0.025125843	14.545578235	 3.299759333	 0.551568493	 0.142239454	 2.195042217	39.247163493	 0.049425531	 0.223686163	14.545578235
PM.AU.0061.N.genes.results	 2.654711932	 6.137909825	 0.008988151	 0.348681526	 2.195042217	 1.455918811	 1.780016019	 3.299759333	 0.882054361	 8.924437921	 0.037275687	11.876922914	 4.513986777	 0.551568493	 0.223686163	 1.173100207	39.247163493	 0.037275687	 0.142239454	17.214233557
PM.AU.0090.N.genes.results	 4.513986777	 8.924437921	 0.008988151	 0.142239454	 1.455918811	 2.195042217	 1.173100207	 2.654711932	 1.780016019	11.876922914	 0.049425531	 6.137909825	 3.299759333	 0.551568493	 0.286183845	 0.882054361	39.247163493	 0.025125843	 0.286183845	17.214233557
PM.AU.0010.N.genes.results	 2.65471193	11.87692291	 0.01705700	 0.34868153	 1.17310021	 2.19504222	 0.88205436	 1.78001602	 1.45591881	 8.92443792	 0.04942553	17.21423356	 3.29975933	 0.55156849	 0.14223945	 4.51398678	39.24716349	 0.01705700	 0.22368616	 6.13790983
PM.PS.0031.N.genes.results	 3.29975933	 6.13790983	 0.01705700	 0.14223945	 1.45591881	 2.19504222	 1.17310021	 2.65471193	 1.78001602	 8.92443792	 0.04942553	11.87692291	 4.51398678	 0.55156849	 0.22368616	 0.88205436	39.24716349	 0.01705700	 0.34868153	17.21423356
PM.AU.0056.N.genes.results	 8.92443792	 4.51398678	 0.01705700	 0.34868153	 1.45591881	 1.17310021	 0.88205436	 2.65471193	 1.78001602	 6.13790983	 0.04942553	17.21423356	 2.19504222	 0.55156849	 0.14223945	 3.29975933	39.24716349	 0.01705700	 0.22368616	11.87692291
PM.AU.0075.N.genes.results	 3.299759333	 8.924437921	 0.025125843	 0.223686163	 1.780016019	 1.455918811	 0.882054361	 2.195042217	 1.173100207	17.214233557	 0.049425531	 6.137909825	 4.513986777	 0.551568493	 0.348681526	 2.654711932	39.247163493	 0.008988151	 0.142239454	11.876922914
PM.AU.0045.N.genes.results	 3.299759333	 6.137909825	 0.008988151	 0.142239454	 1.173100207	 1.780016019	 1.455918811	 2.654711932	 0.882054361	 8.924437921	 0.049425531	11.876922914	 4.513986777	 0.551568493	 0.348681526	 2.195042217	39.247163493	 0.025125843	 0.223686163	17.214233557
PM.AU.0024.N.genes.results	 6.137909825	 3.299759333	 0.008988151	 0.286183845	 1.455918811	 1.780016019	 0.882054361	 2.195042217	 1.173100207	 8.924437921	 0.049425531	17.214233557	 2.654711932	 0.551568493	 0.142239454	 4.513986777	39.247163493	 0.025125843	 0.286183845	11.876922914
PM.AU.0078.N.genes.results	 0.882054361	 1.780016019	 0.008988151	 1.173100207	 0.348681526	 3.299759333	 4.513986777	 2.195042217	 1.455918811	 6.137909825	 0.095832492	17.214233557	 8.924437921	 0.223686163	 0.095832492	11.876922914	39.247163493	 0.025125843	 0.551568493	 2.654711932
PM.PS.0006.N.genes.results	 8.924437921	 3.299759333	 0.008988151	 0.348681526	 1.455918811	 1.780016019	 0.882054361	 2.195042217	 1.173100207	17.214233557	 0.049425531	11.876922914	 2.654711932	 0.551568493	 0.142239454	 4.513986777	39.247163493	 0.025125843	 0.223686163	 6.137909825
PM.AS.0040.N.genes.results	 4.513986777	 8.924437921	 0.095832492	 0.348681526	 1.455918811	 0.551568493	 1.780016019	 2.195042217	 0.882054361	 2.654711932	 0.008988151	17.214233557	 3.299759333	 1.173100207	 0.095832492	 6.137909825	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.AA.0058.N.genes.results	 4.51398678	 8.92443792	 0.01705700	 0.34868153	 1.98752912	 1.98752912	 0.88205436	 2.65471193	 1.45591881	 6.13790983	 0.01705700	11.87692291	 3.29975933	 0.55156849	 0.14223945	 1.17310021	39.24716349	 0.04942553	 0.22368616	17.21423356
PM.PS.0023.N.genes.results	 3.299759333	 6.137909825	 0.008988151	 0.348681526	 1.780016019	 2.195042217	 1.173100207	 2.654711932	 1.455918811	11.876922914	 0.049425531	 8.924437921	 4.513986777	 0.551568493	 0.142239454	 0.882054361	39.247163493	 0.025125843	 0.223686163	17.214233557
PM.PU.1001.N.genes.results	 4.513986777	 6.137909825	 0.008988151	 0.551568493	 1.455918811	 2.195042217	 0.882054361	 2.654711932	 1.173100207	 8.924437921	 0.049425531	11.876922914	 3.299759333	 0.348681526	 0.223686163	 1.780016019	39.247163493	 0.025125843	 0.142239454	17.214233557
PM.AS.0003.N.genes.results	 4.51398678	 6.13790983	 0.01705700	 0.34868153	 1.78001602	 2.19504222	 0.88205436	 2.65471193	 1.17310021	17.21423356	 0.14223945	 8.92443792	 3.29975933	 0.55156849	 0.04942553	 1.45591881	39.24716349	 0.01705700	 0.22368616	11.87692291
PM.PS.0002.N.genes.results	 4.513986777	 6.137909825	 0.008988151	 0.223686163	 1.027577284	 2.195042217	 1.027577284	 2.654711932	 1.780016019	11.876922914	 0.049425531	17.214233557	 3.299759333	 0.551568493	 0.142239454	 1.455918811	39.247163493	 0.025125843	 0.348681526	 8.924437921
PM.PS.0016.N.genes.results	 3.299759333	 2.195042217	 0.008988151	 0.348681526	 1.780016019	 1.455918811	 1.173100207	 2.654711932	 0.882054361	 8.924437921	 0.037275687	17.214233557	 6.137909825	 0.551568493	 0.142239454	 4.513986777	39.247163493	 0.037275687	 0.223686163	11.876922914
PM.AU.0042.N.genes.results	 4.513986777	 6.137909825	 0.008988151	 0.348681526	 2.195042217	 1.173100207	 1.455918811	 2.654711932	 0.882054361	17.214233557	 0.049425531	 8.924437921	 3.299759333	 0.551568493	 0.223686163	 1.780016019	39.247163493	 0.025125843	 0.142239454	11.876922914
PM.AU.0015.N.genes.results	 6.13790983	 8.92443792	 0.01705700	 0.34868153	 1.17310021	 1.78001602	 0.88205436	 2.19504222	 1.45591881	 4.51398678	 0.04942553	17.21423356	 2.65471193	 0.55156849	 0.22368616	 3.29975933	39.24716349	 0.01705700	 0.14223945	11.87692291
PM.PU.1004.N.genes.results	 8.924437921	 4.513986777	 0.008988151	 0.223686163	 1.780016019	 1.173100207	 0.882054361	 2.654711932	 1.455918811	 6.137909825	 0.049425531	17.214233557	 3.299759333	 0.551568493	 0.142239454	 2.195042217	39.247163493	 0.025125843	 0.348681526	11.876922914
PM.AA.0056.N.genes.results	 3.29975933	 8.92443792	 0.01705700	 0.34868153	 2.19504222	 1.78001602	 1.17310021	 2.65471193	 0.88205436	 6.13790983	 0.01705700	11.87692291	 4.51398678	 0.55156849	 0.22368616	 1.45591881	39.24716349	 0.04942553	 0.14223945	17.21423356
PM.AS.0002.N.genes.results	17.214233557	 4.513986777	 0.008988151	 0.286183845	 3.299759333	 2.195042217	 1.173100207	 1.455918811	 0.882054361	 6.137909825	 0.049425531	 8.924437921	 2.654711932	 0.551568493	 0.049425531	 1.780016019	39.247163493	 0.049425531	 0.286183845	11.876922914
PM.AU.0054.N.genes.results	 4.51398678	 8.92443792	 0.01705700	 0.55156849	 2.19504222	 1.45591881	 1.17310021	 3.29975933	 0.34868153	11.87692291	 0.01705700	17.21423356	 2.65471193	 0.88205436	 0.14223945	 1.78001602	39.24716349	 0.04942553	 0.22368616	 6.13790983
PM.AA.0057.N.genes.results	 3.299759333	 6.137909825	 0.008988151	 0.348681526	 1.455918811	 1.780016019	 0.882054361	 2.195042217	 1.173100207	 8.924437921	 0.049425531	17.214233557	 4.513986777	 0.551568493	 0.142239454	 2.654711932	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.PS.0001.N.genes.results	 6.137909825	17.214233557	 0.008988151	 0.142239454	 1.455918811	 2.195042217	 0.882054361	 2.654711932	 1.780016019	 4.513986777	 0.049425531	 8.924437921	 3.299759333	 0.348681526	 0.223686163	 1.173100207	39.247163493	 0.025125843	 0.551568493	11.876922914
PM.AS.0023.N.genes.results	11.87692291	 4.51398678	 0.01705700	 0.55156849	 1.78001602	 1.45591881	 1.17310021	 2.19504222	 0.88205436	 8.92443792	 0.04942553	17.21423356	 2.65471193	 0.34868153	 0.14223945	 3.29975933	39.24716349	 0.01705700	 0.22368616	 6.13790983
PM.AU.0079.N.genes.results	 1.45591881	 0.28618384	 0.01705700	 1.17310021	 0.88205436	 4.51398678	 6.13790983	 2.19504222	 2.65471193	 3.29975933	 0.14223945	17.21423356	 8.92443792	 0.55156849	 0.01705700	11.87692291	39.24716349	 0.04942553	 1.78001602	 0.28618384
PM.PU.1006.N.genes.results	17.214233557	 4.513986777	 0.008988151	 0.142239454	 1.455918811	 1.780016019	 0.882054361	 2.654711932	 1.173100207	 6.137909825	 0.049425531	 8.924437921	 3.299759333	 0.348681526	 0.551568493	 2.195042217	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.PU.1013.N.genes.results	 8.924437921	 6.137909825	 0.008988151	 0.142239454	 1.455918811	 1.173100207	 0.882054361	 2.195042217	 1.780016019	 4.513986777	 0.025125843	17.214233557	 3.299759333	 0.223686163	 0.348681526	 2.654711932	39.247163493	 0.049425531	 0.551568493	11.876922914
